EDAD;GENERO;ESTRATO_VIVIENDA;NIVEL_EDUCATIVO;TIPO_AREA_VIVIENDA;SEGMENTO_PLAN;MIN_LLAMADAS_SEM;MIN_REDES_SOC_SEM;MIN_WEB_SEM;DIAS_PAGO_FACT;VECES_LLAM_COMPETENCIA;MESES_SUSCRITO;NUM_INTERRUPCIONES;DUR_INTERRUPCIONES;SUSCRIP_STREAMING;RIESGO_CANCELACION
65;hombre;5;secundaria;rural;medio;216;522;252;32;210;118;7;278;no;si
37;hombre;6;educacion superior;urbana;premium;604;853;796;8;143;97;10;94;no;no
71;hombre;2;secundaria;urbana;basico;985;149;43;18;224;71;7;123;si;no
58;mujer;1;educacion superior;urbana;medio;659;1612;1499;40;217;115;4;48;si;no
40;hombre;3;primaria;rural;medio;477;562;555;38;196;68;4;160;no;si
18;hombre;5;secundaria;urbana;medio;611;1452;1221;21;103;16;3;260;no;si
44;hombre;1;secundaria;urbana;medio;904;933;1166;43;293;14;3;176;no;si
75;hombre;5;secundaria;urbana;basico;601;243;1305;9;118;109;7;230;si;no
42;hombre;4;educacion superior;rural;premium;501;1095;227;49;92;20;5;169;si;no
31;otro;2;primaria;urbana;premium;426;922;274;22;197;92;5;444;no;si
31;mujer;5;primaria;urbana;premium;98;466;839;20;244;76;10;101;no;no
51;mujer;3;secundaria;urbana;basico;583;891;227;38;25;99;10;236;si;no
27;mujer;6;secundaria;urbana;premium;202;1843;506;18;84;20;3;436;si;no
63;hombre;2;secundaria;rural;medio;443;1215;163;21;142;78;10;421;no;no
46;mujer;2;educacion superior;rural;basico;63;1399;1328;28;235;58;0;411;si;no
54;mujer;1;educacion superior;urbana;premium;730;1275;508;8;3;95;2;95;si;no
64;otro;3;educacion superior;rural;medio;141;245;1317;36;152;57;6;409;no;no
70;hombre;5;secundaria;rural;medio;19;776;1057;53;110;69;5;404;no;si
74;otro;3;primaria;rural;basico;759;488;206;46;268;64;4;145;no;si
44;hombre;2;primaria;rural;premium;19;1152;1288;32;92;62;7;379;si;no
47;mujer;1;secundaria;urbana;medio;38;906;631;56;272;104;4;342;no;si
54;otro;3;primaria;rural;medio;435;572;337;44;123;15;5;317;si;no
38;mujer;1;secundaria;rural;premium;288;645;28;20;244;115;7;82;si;no
18;otro;3;primaria;rural;medio;587;454;1096;16;62;49;10;382;no;si
45;otro;4;primaria;urbana;medio;655;305;638;19;63;96;8;322;no;si
53;mujer;3;educacion superior;rural;medio;918;1039;277;51;84;74;4;487;si;no
56;otro;5;secundaria;urbana;premium;602;965;408;56;30;16;7;30;no;no
45;otro;4;educacion superior;urbana;basico;150;208;990;28;141;11;10;488;si;no
26;mujer;1;primaria;rural;basico;357;750;1239;44;18;76;5;351;si;no
43;hombre;6;secundaria;rural;medio;677;1176;442;24;191;39;7;253;no;si
58;mujer;3;primaria;rural;basico;103;1430;612;32;287;76;7;274;no;si
22;otro;1;educacion superior;rural;basico;756;1489;280;39;106;99;4;421;si;no
33;otro;5;secundaria;urbana;basico;560;1417;494;36;206;66;7;190;no;si
22;otro;1;primaria;rural;basico;794;1598;688;37;282;102;4;199;no;no
34;hombre;6;primaria;rural;medio;560;473;748;45;278;114;7;162;no;no
29;otro;5;secundaria;urbana;medio;957;1849;430;9;249;65;7;77;no;no
48;otro;3;secundaria;urbana;premium;572;704;701;23;191;21;4;261;no;si
26;mujer;2;educacion superior;urbana;medio;752;1798;383;32;189;70;4;374;no;no
23;otro;3;primaria;urbana;medio;968;1843;1281;17;243;83;3;408;no;si
26;mujer;2;educacion superior;urbana;premium;204;190;373;23;243;43;8;389;si;no
73;hombre;5;secundaria;urbana;medio;716;1986;765;27;180;47;10;476;no;no
68;hombre;1;secundaria;urbana;medio;319;694;1082;57;194;100;8;186;no;si
22;hombre;4;educacion superior;urbana;basico;911;1953;401;15;187;117;9;298;no;si
41;mujer;6;educacion superior;rural;basico;847;445;496;19;253;22;3;261;no;si
56;hombre;1;secundaria;rural;premium;412;379;304;35;206;35;3;254;si;no
57;hombre;4;educacion superior;urbana;basico;94;1266;74;41;90;96;8;417;no;si
71;hombre;3;primaria;urbana;premium;948;67;963;50;273;109;8;217;no;si
60;mujer;6;educacion superior;rural;premium;842;375;1097;47;292;33;4;470;no;si
73;otro;5;educacion superior;urbana;basico;433;1761;506;15;273;109;5;308;no;si
50;hombre;2;primaria;rural;premium;119;1967;1033;27;218;115;3;284;no;si
42;otro;2;educacion superior;urbana;medio;939;1061;942;31;188;4;5;472;no;si
32;otro;4;educacion superior;urbana;medio;70;1847;612;42;80;46;10;369;no;si
67;hombre;4;educacion superior;urbana;medio;988;831;256;60;196;44;9;469;no;si
25;hombre;4;primaria;rural;basico;647;111;1242;31;55;101;10;402;no;si
50;mujer;5;primaria;rural;basico;160;838;624;41;77;67;9;147;no;no
56;hombre;3;primaria;urbana;basico;908;1208;1018;46;253;44;9;261;si;no
62;mujer;1;secundaria;urbana;medio;907;165;758;48;297;65;7;236;si;no
48;mujer;5;primaria;urbana;premium;160;914;996;28;281;82;10;180;no;si
60;hombre;6;secundaria;rural;basico;978;1125;723;11;291;16;7;429;si;no
79;mujer;3;secundaria;rural;medio;720;301;482;24;243;9;0;498;no;no
57;mujer;4;educacion superior;urbana;basico;631;1280;859;38;127;53;0;488;si;no
20;hombre;3;educacion superior;urbana;basico;684;1245;351;23;275;28;6;484;no;si
78;mujer;5;educacion superior;rural;medio;855;1951;955;19;94;46;3;371;no;si
30;mujer;6;educacion superior;urbana;medio;273;1083;1234;55;239;48;3;229;no;no
78;mujer;6;secundaria;urbana;medio;137;211;1207;37;122;111;8;147;no;no
77;mujer;1;primaria;urbana;basico;639;534;99;45;182;72;5;241;no;si
56;mujer;6;secundaria;rural;basico;485;1018;362;15;35;111;7;65;no;no
59;otro;1;primaria;rural;premium;331;1859;972;17;233;107;9;162;no;si
25;hombre;3;primaria;urbana;basico;26;144;294;57;108;65;10;210;no;no
38;otro;3;primaria;urbana;basico;604;519;875;59;54;59;9;457;no;si
73;hombre;2;educacion superior;rural;basico;576;1772;460;15;138;104;7;274;si;no
32;otro;6;primaria;rural;medio;877;1688;633;9;257;2;6;494;si;no
72;hombre;6;primaria;rural;medio;563;90;707;59;194;103;9;112;no;si
37;mujer;5;educacion superior;urbana;premium;401;1768;500;60;94;47;3;271;no;si
30;otro;5;educacion superior;rural;premium;172;1489;821;47;246;90;7;176;si;no
42;otro;3;primaria;urbana;medio;696;1047;843;21;132;117;5;223;no;si
69;otro;1;secundaria;urbana;medio;610;1928;0;45;37;73;4;127;si;no
61;otro;4;educacion superior;rural;basico;507;1843;981;23;13;105;3;134;no;no
55;hombre;6;primaria;rural;basico;766;1307;245;31;117;54;5;51;no;si
52;hombre;3;educacion superior;rural;premium;28;1208;1283;42;281;52;9;87;no;si
40;hombre;6;secundaria;urbana;medio;909;660;996;35;99;78;4;137;no;si
65;hombre;1;educacion superior;urbana;premium;114;1575;269;40;287;59;5;208;no;si
22;otro;2;educacion superior;urbana;medio;794;1396;1455;13;254;63;6;418;no;no
58;hombre;4;primaria;rural;medio;246;871;266;47;142;32;8;173;no;si
68;otro;3;educacion superior;rural;medio;168;75;1485;43;265;50;10;121;no;si
56;mujer;1;educacion superior;rural;premium;257;1234;500;43;152;2;9;275;no;si
49;hombre;6;secundaria;urbana;basico;202;1343;329;21;19;3;6;265;no;no
76;otro;4;educacion superior;rural;medio;441;594;986;21;84;5;2;80;si;no
52;otro;5;educacion superior;rural;premium;909;510;1373;1;162;109;5;2;si;no
58;hombre;4;educacion superior;urbana;basico;510;1881;122;49;51;22;7;112;no;si
75;hombre;6;primaria;urbana;premium;529;76;1058;40;55;79;5;142;si;no
61;mujer;5;secundaria;urbana;premium;205;994;1104;46;130;82;10;448;no;si
63;otro;4;primaria;rural;basico;511;1833;210;16;180;103;10;109;no;si
80;mujer;6;secundaria;rural;premium;58;53;659;15;270;94;3;96;si;no
61;hombre;5;educacion superior;urbana;premium;984;1311;1272;32;281;116;5;241;no;no
27;hombre;2;primaria;urbana;premium;163;1603;342;17;184;32;6;481;no;no
38;hombre;4;educacion superior;rural;premium;38;1455;1141;21;132;31;3;252;no;si
21;otro;4;primaria;urbana;basico;47;1461;800;24;239;10;3;373;no;si
54;mujer;5;educacion superior;urbana;medio;152;952;897;44;98;29;4;335;no;si
79;mujer;3;secundaria;rural;basico;816;480;1213;36;83;49;7;378;no;no
53;otro;3;primaria;urbana;medio;833;1860;75;17;228;40;4;479;no;no
58;otro;6;secundaria;rural;basico;970;1584;974;51;54;24;10;393;si;no
53;mujer;5;primaria;rural;basico;664;1293;456;58;156;96;2;376;no;no
75;hombre;3;secundaria;urbana;medio;994;104;515;25;295;72;4;10;si;no
54;mujer;3;secundaria;rural;basico;92;1297;887;16;259;36;3;368;no;si
57;hombre;1;educacion superior;urbana;medio;744;875;338;29;67;72;6;403;no;si
37;mujer;5;primaria;rural;premium;95;599;898;10;239;102;1;285;no;no
22;hombre;6;secundaria;rural;premium;48;43;1109;6;121;34;10;168;no;no
23;mujer;2;primaria;urbana;medio;699;1155;1314;41;164;81;6;180;si;no
19;mujer;2;primaria;urbana;medio;1000;739;950;4;36;32;7;29;no;no
21;hombre;4;primaria;rural;medio;9;846;535;28;84;113;0;212;si;no
77;mujer;5;educacion superior;rural;premium;86;1781;157;15;75;15;3;388;no;si
50;hombre;3;secundaria;urbana;basico;903;1251;748;46;87;23;8;186;no;si
73;hombre;1;educacion superior;urbana;medio;529;248;705;5;232;37;0;263;no;no
20;otro;6;primaria;rural;basico;308;514;1267;47;173;58;5;343;no;si
25;mujer;6;educacion superior;rural;premium;295;596;859;27;272;51;10;113;no;no
66;otro;1;educacion superior;urbana;medio;6;965;1257;16;107;17;3;377;si;no
33;mujer;3;educacion superior;urbana;premium;141;149;902;26;289;37;2;176;no;no
41;otro;3;educacion superior;rural;premium;568;1380;1204;31;274;92;10;223;no;si
21;hombre;4;secundaria;urbana;medio;990;1032;1416;39;243;70;3;467;no;si
51;hombre;6;secundaria;rural;premium;654;1078;380;17;232;13;2;110;no;no
66;otro;6;secundaria;urbana;premium;566;1835;312;29;294;101;8;321;no;no
73;hombre;4;educacion superior;rural;premium;823;772;700;12;95;110;0;63;si;no
37;hombre;4;secundaria;rural;basico;701;1207;199;4;215;15;8;198;no;no
27;hombre;6;primaria;rural;premium;165;521;449;50;291;6;7;477;no;si
19;mujer;1;educacion superior;rural;premium;214;432;1149;49;134;78;4;403;no;si
49;mujer;4;primaria;urbana;medio;731;458;93;22;131;81;5;36;no;no
46;hombre;6;primaria;urbana;medio;124;1871;1407;15;250;79;9;124;si;no
63;hombre;1;primaria;urbana;basico;277;1427;695;25;160;73;6;303;no;si
41;hombre;5;educacion superior;rural;premium;467;272;966;11;26;114;3;477;no;no
36;hombre;1;primaria;rural;premium;282;848;1473;16;258;34;2;433;si;no
80;otro;4;educacion superior;rural;premium;741;1911;1243;55;7;28;5;231;no;no
18;hombre;1;primaria;rural;medio;956;1773;320;38;297;119;5;166;no;si
19;hombre;5;primaria;urbana;premium;884;139;1255;15;84;40;7;354;si;no
79;otro;5;secundaria;rural;basico;492;1593;1157;60;275;3;5;65;no;si
44;otro;3;secundaria;urbana;medio;548;1443;587;23;47;15;0;237;si;no
54;mujer;1;secundaria;rural;medio;65;1315;1417;40;163;5;10;254;no;si
77;hombre;3;primaria;urbana;basico;105;405;1328;33;267;23;2;53;no;no
75;otro;3;educacion superior;rural;premium;750;542;1472;51;129;65;8;279;si;no
39;mujer;3;secundaria;rural;basico;44;1781;316;9;7;54;1;157;si;no
32;otro;1;primaria;urbana;medio;202;1586;1040;54;71;49;5;429;si;no
19;hombre;1;educacion superior;rural;medio;874;1178;1044;39;215;57;6;248;si;no
19;hombre;4;primaria;rural;basico;763;1179;131;33;107;69;8;266;si;no
26;mujer;3;secundaria;urbana;premium;765;138;200;53;112;81;9;333;no;si
32;hombre;1;secundaria;urbana;basico;231;1933;375;38;280;12;3;268;no;si
61;hombre;6;primaria;rural;medio;140;1743;54;20;268;53;10;134;si;no
37;hombre;2;primaria;rural;medio;774;162;252;27;183;3;4;243;no;si
19;hombre;4;educacion superior;rural;premium;721;1949;1437;46;193;83;3;171;no;si
73;mujer;2;primaria;urbana;medio;938;1323;1136;60;39;74;2;95;no;no
39;hombre;3;secundaria;rural;premium;404;12;939;40;194;88;9;207;si;no
44;otro;6;educacion superior;urbana;premium;220;1127;1148;41;271;83;3;117;no;no
52;hombre;6;primaria;urbana;basico;232;699;172;1;194;16;9;326;si;no
34;otro;5;educacion superior;rural;medio;478;1040;906;0;84;50;4;36;si;no
63;otro;5;educacion superior;rural;premium;414;1963;490;32;127;56;10;436;si;no
76;otro;2;educacion superior;urbana;premium;526;1986;308;49;256;98;4;469;no;si
76;mujer;3;educacion superior;urbana;premium;598;890;587;9;107;82;5;76;si;no
71;mujer;6;educacion superior;rural;premium;528;872;425;39;262;106;9;82;no;si
69;mujer;4;educacion superior;rural;premium;173;912;54;30;274;29;4;207;no;si
17;otro;1;primaria;urbana;premium;984;959;51;47;193;30;5;326;no;si
66;hombre;6;primaria;urbana;basico;450;348;566;34;267;58;3;412;no;si
62;mujer;1;educacion superior;rural;basico;84;1596;864;52;297;78;9;489;no;no
61;otro;6;primaria;rural;medio;19;517;580;1;232;78;5;458;no;no
64;hombre;1;educacion superior;urbana;basico;853;1053;302;24;188;33;7;129;si;no
40;otro;2;educacion superior;rural;basico;9;1188;897;60;276;49;8;318;no;si
29;mujer;4;secundaria;urbana;basico;836;1913;601;47;227;97;7;301;no;si
26;mujer;2;secundaria;rural;premium;470;1654;1252;47;170;108;3;153;no;si
17;mujer;3;educacion superior;urbana;basico;635;1296;1454;21;164;78;4;2;si;no
33;hombre;3;primaria;urbana;medio;737;953;136;2;232;97;3;121;si;no
71;hombre;1;secundaria;urbana;premium;128;1793;274;53;228;98;1;361;si;no
53;mujer;4;primaria;rural;basico;34;898;61;36;73;22;8;153;no;no
34;hombre;3;secundaria;urbana;basico;509;1089;746;34;147;16;6;404;no;si
73;otro;4;educacion superior;rural;basico;955;1321;399;31;104;18;6;298;no;si
16;mujer;2;secundaria;urbana;basico;367;1672;916;44;270;13;2;155;si;no
67;mujer;3;educacion superior;rural;medio;291;814;413;16;147;66;7;242;no;si
18;otro;1;primaria;rural;basico;377;1735;14;33;222;6;5;343;no;si
31;hombre;6;primaria;urbana;premium;335;1790;374;41;52;93;8;118;no;si
79;otro;3;secundaria;urbana;basico;616;1966;154;23;198;108;3;269;no;si
68;otro;3;educacion superior;rural;premium;914;1042;956;34;117;5;9;249;no;si
60;hombre;6;primaria;rural;basico;279;1065;1001;1;55;80;6;377;si;no
59;mujer;1;secundaria;urbana;basico;39;390;1365;7;118;15;1;86;no;no
70;mujer;3;primaria;rural;premium;403;566;1200;58;232;104;7;312;no;si
21;mujer;4;primaria;urbana;basico;44;88;950;58;146;91;8;207;no;si
21;hombre;1;educacion superior;urbana;premium;84;954;410;38;171;14;3;461;no;si
26;hombre;4;educacion superior;urbana;medio;264;660;22;49;62;44;4;128;no;si
39;mujer;4;primaria;rural;medio;869;796;1456;43;72;80;3;408;no;si
31;hombre;1;secundaria;rural;premium;47;385;1021;25;225;18;7;89;no;si
35;mujer;2;secundaria;rural;medio;97;1785;15;38;217;33;6;105;no;si
73;mujer;1;secundaria;rural;premium;428;1013;792;18;106;8;5;154;no;si
22;hombre;3;secundaria;urbana;premium;265;1630;920;53;161;41;3;394;no;si
66;mujer;4;primaria;rural;basico;671;1260;533;53;220;61;8;196;no;si
40;mujer;2;educacion superior;rural;premium;323;1208;1418;52;190;10;6;319;no;no
79;otro;1;primaria;rural;premium;62;1064;678;39;111;113;9;163;no;si
78;mujer;5;primaria;urbana;basico;723;1310;817;40;184;82;8;136;no;no
50;hombre;6;educacion superior;rural;medio;411;241;983;55;202;74;1;217;no;no
74;otro;2;primaria;rural;premium;577;1179;1023;43;100;50;1;305;no;no
34;mujer;5;secundaria;rural;premium;574;170;952;15;28;9;4;284;si;no
37;otro;4;primaria;rural;medio;849;1124;1497;41;135;104;10;68;no;si
67;mujer;6;educacion superior;rural;medio;637;717;79;17;161;78;3;438;no;si
58;mujer;3;primaria;urbana;premium;369;1533;472;43;14;10;9;78;no;no
74;hombre;6;educacion superior;urbana;basico;729;1236;832;58;91;105;9;118;no;si
19;mujer;5;educacion superior;urbana;medio;192;75;569;48;104;116;10;251;no;si
56;otro;1;educacion superior;urbana;medio;67;1962;813;56;196;60;5;394;no;si
56;mujer;1;primaria;urbana;premium;683;1740;835;38;286;83;6;426;no;si
20;mujer;1;primaria;urbana;premium;458;969;1347;58;111;116;9;368;no;si
67;mujer;1;secundaria;rural;premium;518;612;250;41;65;33;7;95;si;no
48;mujer;4;educacion superior;rural;premium;148;796;1229;58;199;52;8;216;no;si
68;otro;5;secundaria;rural;medio;82;1539;102;15;234;40;9;328;no;si
48;hombre;1;secundaria;urbana;basico;497;914;115;3;283;26;9;482;no;no
40;otro;1;educacion superior;urbana;medio;101;741;98;29;31;96;2;166;no;no
16;mujer;6;educacion superior;rural;medio;573;1137;687;35;155;53;6;413;no;si
31;mujer;6;primaria;urbana;basico;223;3;1256;24;290;113;8;409;no;si
54;mujer;1;secundaria;rural;basico;758;1691;765;49;280;9;3;387;no;si
71;hombre;1;secundaria;urbana;premium;268;1628;1022;45;203;34;8;73;no;si
69;otro;3;secundaria;urbana;basico;392;1691;630;45;73;98;4;147;no;no
20;hombre;1;educacion superior;urbana;premium;872;1004;453;31;196;101;9;219;no;si
31;hombre;4;secundaria;urbana;basico;270;1520;765;39;269;33;9;170;no;si
44;otro;3;secundaria;urbana;basico;784;1476;624;52;259;37;4;28;si;no
24;hombre;3;secundaria;urbana;medio;673;73;1243;19;46;48;0;411;si;no
70;hombre;4;primaria;rural;medio;534;1585;665;43;177;105;6;207;no;si
58;otro;1;primaria;urbana;medio;297;451;607;49;149;95;9;471;no;no
27;mujer;2;primaria;rural;basico;277;423;822;39;174;70;8;118;no;no
68;hombre;2;educacion superior;rural;premium;925;276;1213;53;255;24;6;192;no;si
34;hombre;6;educacion superior;urbana;premium;622;74;1218;34;229;23;8;228;no;si
35;otro;2;primaria;urbana;medio;492;1830;950;35;124;21;8;190;no;si
79;otro;5;primaria;rural;medio;171;1677;635;54;266;109;6;438;no;si
44;mujer;1;primaria;rural;premium;910;1508;600;34;160;92;9;144;si;no
78;hombre;1;educacion superior;urbana;basico;200;694;602;22;200;57;3;145;si;no
54;hombre;4;educacion superior;rural;basico;251;1956;595;45;179;96;7;309;no;si
69;mujer;1;secundaria;rural;basico;287;227;1441;26;194;16;1;215;si;no
25;mujer;3;educacion superior;rural;medio;342;1447;1439;18;179;20;9;392;no;si
24;mujer;1;secundaria;rural;premium;635;368;1176;44;271;72;2;280;si;no
72;mujer;5;educacion superior;urbana;basico;96;1192;1095;12;190;36;7;462;si;no
41;otro;1;secundaria;urbana;medio;514;907;788;52;131;27;3;286;no;si
38;otro;2;educacion superior;urbana;basico;70;256;1253;43;232;17;0;159;no;no
26;hombre;1;primaria;urbana;medio;780;299;1145;12;40;69;4;132;no;no
20;mujer;2;secundaria;urbana;medio;166;1297;1284;30;194;13;3;300;si;no
17;hombre;6;primaria;rural;basico;151;740;56;43;15;34;10;488;si;no
66;hombre;3;secundaria;rural;medio;455;1586;984;34;238;46;3;478;no;si
34;hombre;5;secundaria;urbana;premium;598;657;387;35;163;73;5;115;no;si
71;mujer;2;primaria;urbana;medio;513;1139;994;2;40;104;4;82;si;no
43;mujer;3;educacion superior;urbana;basico;722;538;460;23;176;21;10;111;no;si
17;otro;1;primaria;urbana;premium;389;1726;9;40;212;98;10;275;si;no
63;mujer;4;educacion superior;urbana;medio;114;592;68;50;245;68;6;172;no;no
64;otro;6;secundaria;urbana;premium;786;976;725;19;284;1;8;74;no;no
50;otro;1;secundaria;urbana;premium;55;1733;439;28;90;53;9;387;no;si
47;otro;6;secundaria;rural;premium;105;1982;252;49;129;83;8;436;no;no
26;otro;5;educacion superior;urbana;premium;952;246;796;42;255;98;6;418;si;no
31;hombre;1;secundaria;urbana;premium;311;535;707;3;75;71;5;332;no;no
49;otro;4;primaria;urbana;premium;978;332;402;21;67;71;3;478;no;si
53;mujer;6;secundaria;urbana;basico;756;1468;1115;13;74;21;4;88;si;no
31;mujer;2;secundaria;rural;medio;24;1045;1177;34;168;113;6;363;no;si
59;mujer;2;primaria;urbana;premium;377;804;1249;4;175;119;4;167;no;no
44;otro;4;educacion superior;rural;medio;834;973;198;30;56;108;10;99;no;si
58;mujer;4;primaria;rural;basico;994;771;1043;37;59;99;8;210;no;si
33;otro;5;secundaria;rural;medio;785;1031;643;8;172;73;3;87;no;no
80;otro;4;primaria;urbana;basico;381;853;827;25;92;108;9;82;no;si
67;otro;1;secundaria;urbana;basico;246;1289;230;20;132;60;9;260;no;si
79;mujer;1;secundaria;urbana;premium;310;606;1011;40;179;81;2;64;si;no
74;otro;5;secundaria;rural;medio;838;1540;1018;35;288;69;4;489;no;si
25;mujer;2;secundaria;urbana;premium;642;1254;1043;37;137;119;6;294;no;si
17;hombre;3;primaria;urbana;medio;776;1934;281;49;206;83;3;89;no;si
61;mujer;3;secundaria;urbana;basico;8;1908;1287;16;175;31;9;376;no;si
70;hombre;1;secundaria;rural;premium;947;479;1377;42;56;105;7;398;no;no
38;hombre;6;educacion superior;rural;basico;376;564;63;52;108;111;10;395;si;no
59;mujer;5;secundaria;urbana;basico;811;166;79;49;237;99;8;312;no;si
52;mujer;2;primaria;rural;medio;60;1498;502;21;238;61;10;120;no;si
40;mujer;6;educacion superior;rural;medio;160;585;1078;25;292;106;4;444;no;si
48;mujer;6;educacion superior;rural;basico;233;901;1003;56;14;116;6;459;no;no
31;otro;6;educacion superior;rural;medio;383;200;33;28;228;3;9;394;no;si
72;hombre;6;secundaria;rural;premium;676;153;674;20;167;112;6;334;no;si
45;otro;1;educacion superior;rural;basico;935;1483;168;15;249;1;9;359;no;si
54;otro;1;primaria;rural;premium;61;787;896;39;68;78;10;133;no;si
16;mujer;4;educacion superior;rural;basico;974;1292;658;15;154;70;6;115;no;si
71;otro;1;primaria;urbana;premium;996;1043;1101;3;133;119;9;58;no;no
20;hombre;1;secundaria;urbana;premium;146;1972;897;46;217;114;6;344;no;si
53;mujer;6;secundaria;rural;premium;737;1521;1129;14;260;117;6;422;si;no
37;mujer;3;educacion superior;rural;premium;872;40;1322;60;54;19;10;287;no;si
46;otro;4;primaria;urbana;medio;385;1831;134;35;298;63;4;205;no;si
36;hombre;1;secundaria;rural;premium;698;886;240;1;108;114;2;123;si;no
36;otro;3;primaria;urbana;premium;578;187;400;3;291;68;8;281;no;no
35;mujer;3;secundaria;urbana;premium;461;534;355;41;130;109;4;294;no;si
77;mujer;5;educacion superior;rural;medio;165;637;942;38;78;13;8;126;si;no
47;hombre;6;secundaria;urbana;medio;951;1609;766;50;184;39;4;193;no;si
